trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,text.started,key_resp.started,introduction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,letter_grid.started,letter_grid.stopped,row_cue.started,row_cue.stopped,trial.stopped,response_routine.started,response.started,response.stopped,response_routine.stopped,response.keys,Cued Row,Correct Row,Participant Response,Is Correct,response.rt,response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
57,0,57,0,413.8986159998458,,,,,,,,,413.8833167999983,413.8986159998458,414.3984448998235,414.89892579987645,415.8998926000204,415.8842242998071,415.8842403998133,415.8998926000204,420.9054639998358,420.88949709990993,"['n', 'm']",0,NWLZ,"['n', 'm']",False,"[0.06919590011239052, 0.3794907000847161]","[0.1850641998462379, 0.1934338000137359]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
58,0,58,0,420.9054639998358,,,,,,,,,420.89031509985216,420.9054639998358,421.40635619987734,421.89059820002876,422.8911323999055,422.8749483998399,422.8749644998461,422.8911323999055,427.8973362999968,427.88103329995647,"['l', 'd']",0,DLCC,"['l', 'd']",False,"[0.832450499990955, 2.2827976001426578]","[0.24685490014962852, 0.2454714998602867]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
59,0,59,0,427.8973362999968,,,,,,,,,427.8821392999962,427.8973362999968,428.3971738999244,428.8977784998715,429.8988457999658,429.8828672999516,429.8828827999532,429.8988457999658,434.90543899987824,434.88912419998087,"['r', 's']",1,RSXZ,"['r', 's']",False,"[0.5676124999299645, 1.1085466998629272]","[0.2204792001284659, 0.24952509999275208]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
60,0,60,0,434.90543899987824,,,,,,,,,434.890032999916,434.90543899987824,435.4055917998776,435.8889398998581,436.88991459994577,436.87420379999094,436.8742185998708,436.88991459994577,441.89534950000234,441.8795037998352,"['t', 'd']",0,TDJI,"['t', 'd']",False,"[1.2320720001589507, 1.6585858000908047]","[0.25097279995679855, 0.3527758000418544]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
61,0,61,0,441.89534950000234,,,,,,,,,441.8803438998293,441.89534950000234,442.3959125999827,442.8966760998592,443.89767639990896,443.88218029984273,443.88219519983977,443.89767639990896,448.9030440999195,448.88723320001736,"['b', 'y']",2,BLCA,"['b', 'y']",False,"[0.5047474000602961, 1.003533000126481]","[0.19466840010136366, 0.19470069999806583]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
62,0,62,0,448.9030440999195,,,,,,,,,448.8881118998397,448.9030440999195,449.4036393999122,449.90424709999934,450.9055164998863,450.8891780998092,450.88919399981387,450.9055164998863,,455.8942189998925,"['m', 'a']",2,MABD,"['m', 'a']",False,"[0.31886599981226027, 0.545232699951157]","[0.2089714000467211, 0.2410859998781234]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
63,0,63,0,455.9105638000183,,,,,,,,,455.8952974998392,455.9105638000183,456.41123649990186,456.89516879990697,457.8961473000236,457.88059249985963,457.8806069998536,457.8961473000236,462.9017435000278,462.88580219983123,"['x', 'r']",0,XRWI,"['x', 'r']",False,"[0.6768350000493228, 1.2153853001073003]","[0.2677537000272423, 0.254226999823004]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
64,0,64,0,462.9017435000278,,,,,,,,,462.886796799954,462.9017435000278,463.40248249983415,463.9031491000205,464.9045764999464,464.888146399986,464.8881671000272,464.9045764999464,,469.89299510000274,"['w', 'b']",0,BWPZ,"['w', 'b']",False,"[1.3184527999255806, 1.7234833999536932]","[0.2524568000808358, 0.2319108999799937]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
65,0,65,0,469.9088810000103,,,,,,,,,469.89397739991546,469.9088810000103,470.4107854999602,470.89419319992885,471.89500429993495,471.88019219995476,471.8802067998331,471.89500429993495,476.90077849989757,476.88437119987793,"['k', 'd']",1,ZEGK,"['k', 'd']",False,"[2.100035500014201, 2.278530600015074]","[0.21799289993941784, 0.20787280006334186]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
66,0,66,0,476.90077849989757,,,,,,,,,476.88518099999055,476.90077849989757,477.40472669992596,477.90170499985106,478.90283979987726,478.88700450002216,478.88702129991725,478.90283979987726,,483.8919027999509,"['t', 'n']",1,TNWX,"['t', 'n']",False,"[0.32765089999884367, 0.5183913998771459]","[0.28606329998001456, 0.1998048999812454]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
67,0,67,0,483.9082679999992,,,,,,,,,483.8930899000261,483.9082679999992,484.4091830998659,484.89269210002385,485.8939234998543,485.8786228999961,485.87863829988055,485.8939234998543,490.8993265000172,490.8835872998461,"['q', 'a']",0,QAIQ,"['q', 'a']",False,"[0.6439898998942226, 1.1629528999328613]","[0.24087300011888146, 0.24867239990271628]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
68,0,68,0,490.8993265000172,,,,,,,,,490.88444699998945,490.8993265000172,491.3999289998319,491.90036590001546,492.9016704999376,492.8855598999653,492.8855756998528,492.9016704999376,,497.8908047999721,"['v', 'y']",1,VFYU,"['v', 'y']",False,"[1.2960419000592083, 1.6424765000119805]","[0.27967029996216297, 0.20788230001926422]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
69,0,69,0,497.9070664998144,,,,,,,,,497.8921415999066,497.9070664998144,498.4076268998906,498.8922337999102,499.8927115998231,499.87680979981087,499.8768234997988,499.8927115998231,504.897878699936,504.88225529994816,"['b', 'm']",1,BMXD,"['b', 'm']",False,"[0.39535630005411804, 0.7756048000883311]","[0.1950872999150306, 0.2648521999362856]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
70,0,70,0,504.897878699936,,,,,,,,,504.88327359990217,504.897878699936,505.3986060000025,505.8995115000289,506.90030299988575,506.8850477999076,506.8850624000188,506.90030299988575,,511.889516599942,"['x', 'v']",0,VXTQ,"['x', 'v']",False,"[1.0974522999022156, 1.5134789999574423]","[0.2766487000044435, 0.23215879988856614]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
71,0,71,0,511.9060162999667,,,,,,,,,511.8907339000143,511.9060162999667,512.4063550999854,512.8903845997993,513.8916702999268,513.8759414998349,513.875955699943,513.8916702999268,518.896831399994,518.8809592998587,"['w', 'o']",0,WQXZ,"['w', 'o']",False,"[0.009996199980378151, 0.623551799915731]","[0.3212047000415623, 0.2335177999921143]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
72,0,72,0,518.896831399994,,,,,,,,,518.8818212999031,518.896831399994,519.3976716999896,519.8982378998771,520.8991321998183,520.8834569000173,520.8834730999079,520.8991321998183,525.9047919998411,525.8885039000306,"['e', 'l', 's']",1,ELTG,"['e', 'l', 's']",False,"[0.784197699977085, 1.1152770998887718, 3.091272799996659]","[0.26321309991180897, 0.22886450006626546, 0.20360219990834594]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
73,0,73,0,525.9047919998411,,,,,,,,,525.8893362998497,525.9047919998411,526.4058689998928,526.8890370000154,527.8903049000073,527.8749859998934,527.8750018000137,527.8903049000073,532.8958407999016,532.8797220999841,"['e', 'j']",0,HGJN,"['e', 'j']",False,"[0.80574019998312, 1.1491451000329107]","[0.23438580008223653, 0.15494609996676445]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
74,0,74,0,532.8958407999016,,,,,,,,,532.8805408999324,532.8958407999016,533.3960443998221,533.896678699879,534.897931399988,534.8821864998899,534.882200299995,534.897931399988,539.9036158998497,539.8872453998774,"['p', 'u']",0,PUIE,"['p', 'u']",False,"[0.17357850004918873, 0.42406199988909066]","[0.25799359986558557, 0.1849517000373453]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
75,0,75,0,539.9036158998497,,,,,,,,,539.8880644999444,539.9036158998497,540.4038976999,540.9046034999192,,541.8898074999452,541.8898242998403,541.9055231998209,,546.8943892999087,"['n', 'x']",2,NXEY,"['n', 'x']",False,"[None, 0.5992648000828922]","[None, 0.2663322000298649]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
76,0,76,0,546.9110040999949,,,,,,,,,546.8953936998732,546.9110040999949,547.4117725000251,547.8955041998997,548.8966114998329,548.8806357998401,548.8806499999482,548.8966114998329,553.9023539000191,553.8870019000024,"['y', 'n']",2,YAFP,"['y', 'n']",False,"[0.13765499996952713, 0.5002790000289679]","[0.19416430010460317, 0.1774681000970304]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
77,0,77,0,553.9023539000191,,,,,,,,,553.8879260998219,553.9023539000191,554.4031715998426,554.9032313998323,555.904485499952,555.8883793998975,555.8883971998002,555.904485499952,,560.8933267998509,"['t', 'd']",0,TDEX,"['t', 'd']",False,"[0.29235060000792146, 0.7001026999205351]","[0.24976489995606244, 0.3327669999562204]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
78,0,78,0,560.9096894999966,,,,,,,,,560.8942458999809,560.9096894999966,561.410305300029,561.8943097998854,562.8958923998289,562.8796329000033,562.8796478998847,562.8958923998289,567.9013554998673,567.8849843998905,"['t', 'x']",1,TXGI,"['t', 'x']",False,"[0.08889040001668036, 0.8334201001562178]","[0.2389411001931876, 0.24650579993613064]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
79,0,79,0,567.9013554998673,,,,,,,,,567.8860752999317,567.9013554998673,568.4015783998184,568.9021754998248,569.9032523999922,569.8877464998513,569.8877652999945,569.9032523999922,,574.8921513999812,"['n', 'w']",0,NWEG,"['n', 'w']",False,"[0.33471939992159605, 0.7705715999472886]","[0.20886039990000427, 0.2352138999849558]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
80,0,80,0,574.9087520998437,,,,,,,,,574.8933156998828,574.9087520998437,575.4093557999004,575.893167299917,576.8942040000111,576.8782768999226,576.8782948998269,576.8942040000111,581.899705399992,581.8834057999775,"['m', 'e', 'm', 'u']",2,GKJR,"['m', 'e', 'm', 'u']",False,"[1.1778615999501199, 1.5533956000581384, 1.7421216000802815, 2.1720054000616074]","[0.21050030016340315, 0.2545523999724537, 0.177913699997589, 0.1779748999979347]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
81,0,81,0,581.899705399992,,,,,,,,,581.8842890998349,581.899705399992,582.400269899983,582.9010552000254,583.9017835999839,583.8867354998365,583.8867514999583,583.9017835999839,,588.8907436998561,"['f', 'x']",0,FMNX,"['f', 'x']",False,"[0.4236298999749124, 1.010045100003481]","[0.2469646001700312, 0.27501649991609156]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
82,0,82,0,588.9072755998932,,,,,,,,,588.8919324998278,588.9072755998932,589.4078149998095,589.8917465999257,590.8930344998371,590.8769774998073,590.8769947998226,590.8930344998371,595.8981918999925,595.8828077998478,"['p', 'r']",1,ANPA,"['p', 'r']",False,"[0.5212352001108229, 1.1837570001371205]","[0.3479826000984758, 0.22285919985733926]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
83,0,83,0,595.8981918999925,,,,,,,,,595.8839068999514,595.8981918999925,596.3990531000309,596.8995854000095,597.9007672998123,597.8846769998781,597.8846922998782,597.9007672998123,,602.8897898998111,"['n', 'm']",2,MVWJ,"['n', 'm']",False,"[0.7204970000311732, 0.9689228001516312]","[0.1526373999658972, 0.1670699999667704]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
84,0,84,0,602.9060962998774,,,,,,,,,602.8909016000107,602.9060962998774,603.406778199831,603.8906663998496,604.8917350999545,604.8758616999257,604.8758767999243,604.8917350999545,609.8969699000008,609.8811529998202,"['y', 'm']",2,YMNW,"['y', 'm']",False,"[0.40912299999035895, 0.8754938000347465]","[0.17857829993590713, 0.2575268999207765]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
85,0,85,0,609.8969699000008,,,,,,,,,609.882278899895,609.8969699000008,610.3977146998513,610.8977621998638,611.8994574998505,611.8841265998781,611.8841460000258,611.8994574998505,616.9049169998616,616.8892299998552,"['f', 'g']",1,YGMR,"['f', 'g']",False,"[0.6069893999956548, 0.983003200031817]","[0.24644019990228117, 0.2945404998026788]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
86,0,86,0,616.9049169998616,,,,,,,,,616.8900700998493,616.9049169998616,617.4056626998354,617.8895216998644,618.8910146998242,618.874633600004,618.8746515000239,618.8910146998242,623.8961453000084,623.8798787998967,['s'],2,QSZD,['s'],False,[0.3844635998830199],[0.2540327000897378],981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
87,0,87,0,623.8961453000084,,,,,,,,,623.8806910999119,623.8961453000084,624.3964723998215,624.897464599926,625.8981176000088,625.8825137999374,625.8825355998706,625.8981176000088,630.9036484998651,630.8878178999294,"['p', 'd']",0,PDGE,"['p', 'd']",False,"[0.6529806000180542, 1.2112960000522435]","[0.29782199999317527, 0.2664850999135524]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
88,0,88,0,630.9036484998651,,,,,,,,,630.8886400999036,630.9036484998651,631.4044770000037,631.8883685998153,632.8892593998462,632.8733769999817,632.8733931998722,632.8892593998462,637.8946360999253,637.8788486998528,['u'],2,NUND,['u'],False,[0.32401710003614426],[0.17092969990335405],981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
89,0,89,0,637.8946360999253,,,,,,,,,637.8796651999,637.8946360999253,638.3954073998611,638.8958957998548,639.8969095998909,639.8811521998141,639.8811714998446,639.8969095998909,644.9025296999607,644.8865970999468,['n'],2,SNZS,['n'],False,[0.8659665000159293],[0.24129780009388924],981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
90,0,90,0,644.9025296999607,,,,,,,,,644.8876705998555,644.9025296999607,645.4032991998829,645.903631299967,646.9045435998123,646.8890320998617,646.8890505000018,646.9045435998123,,651.8936018999666,"['s', 'z']",2,SZTH,"['s', 'z']",False,"[0.2572396001778543, 0.9659479002002627]","[0.1920296000316739, 0.33251549978740513]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
91,0,91,0,651.9101058999076,,,,,,,,,651.8946762999985,651.9101058999076,652.4106725999154,652.8948158998974,653.8956881000195,653.8791463000234,653.8791614999063,653.8956881000195,658.901042399928,658.8853350998834,"['t', 'e']",2,TEGT,"['t', 'e']",False,"[0.15669540013186634, 0.49925410002470016]","[0.22535820002667606, 0.22790220007300377]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
92,0,92,0,658.901042399928,,,,,,,,,658.8861789000221,658.901042399928,659.4017537999898,659.9023219000082,660.9032950999681,660.8876579999924,660.8876749000046,660.9032950999681,,665.8927121998277,"['g', 'n']",1,ENZN,"['g', 'n']",False,"[1.7379540000110865, 1.9039151000324637]","[0.22285929997451603, 0.17587619996629655]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
93,0,93,0,665.9089432999026,,,,,,,,,665.8939978999551,665.9089432999026,666.4096629999112,666.8934084000066,667.894533299841,667.8786873999052,667.8787018998992,667.894533299841,672.8997588998172,672.8846540998202,"['a', 'd', 'q']",2,AQYK,"['a', 'd', 'q']",False,"[0.2794353000354022, 0.6854867001529783, 1.7179809999652207]","[0.2928259999025613, 0.23697520000860095, 0.2622752001043409]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
94,0,94,0,672.8997588998172,,,,,,,,,672.8854647998232,672.8997588998172,673.4005185998976,673.9011299998965,674.9022067999467,674.8867014998104,674.8867216999643,674.9022067999467,,679.8910813999828,"['y', 'm']",1,YMEB,"['y', 'm']",False,"[0.23533599986694753, 0.7690801999997348]","[0.21413980005308986, 0.24186880001798272]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
95,0,95,0,679.9078102998901,,,,,,,,,679.892757399939,679.9078102998901,680.4083119998686,680.8925428998191,681.893260399811,681.877117899945,681.8771332998294,681.893260399811,686.8987345998175,686.8830114998855,"['n', 'y']",1,NYDR,"['n', 'y']",False,"[0.08037499990314245, 0.5172887998633087]","[0.1870178000535816, 0.18188140005804598]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
96,0,96,0,686.8987345998175,,,,,,,,,686.883909399854,686.8987345998175,687.3993398998864,687.8999354999978,688.9008498999756,688.8849647999741,688.8849807998631,688.9008498999756,,693.8898445998784,"['v', 'l']",1,VLDV,"['v', 'l']",False,"[0.5586204999126494, 0.7429939999710768]","[0.24306229990907013, 0.2390542000066489]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
97,0,97,0,693.9063981999643,,,,,,,,,693.8907743999735,693.9063981999643,694.4072473999113,694.8903889998328,695.8919977999758,695.8764580998104,695.8764794999734,695.8919977999758,700.8973349998705,700.8814864000306,"['y', 'n']",0,UNMQ,"['y', 'n']",False,"[2.9497320000082254, 3.358665999956429]","[0.20169330015778542, 0.16430260008201003]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
98,0,98,0,700.8973349998705,,,,,,,,,700.8826144998893,700.8973349998705,701.3984008999541,701.8986735998187,702.8997938998509,702.8841810999438,702.8842014998663,702.8997938998509,707.9057185000274,707.8890893999487,"['t', 'i']",0,TIPM,"['t', 'i']",False,"[1.1117227000650018, 1.3154037001077086]","[0.2578811999410391, 0.20489759999327362]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
99,0,99,0,707.9057185000274,,,,,,,,,707.8900613000151,707.9057185000274,708.4063160999212,708.8897647999693,709.8904700998683,709.8749654998537,709.8749814999755,709.8904700998683,714.8958911998197,714.8791531999595,"['w', 'm', 'm']",0,WMLG,"['w', 'm', 'm']",False,"[0.10426260018721223, 0.6702199000865221, 2.9889515000395477]","[0.25093779992312193, 0.22665580012835562, 0.08230930007994175]",981265,001,2024-11-17_23h27.52.686,DelayedPartialReportMethod,2024.1.5,None,2024-11-17 23h27.59.487025 +0530,
